time, open, high, low, close, Signal, Status, Target, StopLoss, Buy_Price, Trade_date, Trade status, Flag, Trade_type, Sell_Price
2020-10-26T05:39:00Z,11896.15,11896.7,11894.75,11894.75, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:40:00Z,11895.65,11895.7,11892.75,11894.2, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:41:00Z,11894.3,11897.4,11893.95,11897.4, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:42:00Z,11896.9,11898.1,11895.55,11896.55, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:43:00Z,11896.45,11897.1,11891.45,11892.3, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:44:00Z,11892.25,11892.25,11882.5,11884.7, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:45:00Z,11884.4,11884.7,11872.45,11875.8, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:46:00Z,11875.7,11879,11875.3,11879, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:47:00Z,11878.3,11884.95,11878.3,11880.9, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:48:00Z,11880.8,11881.15,11870.25,11870.65, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:49:00Z,11869.8,11871.4,11857.3,11862.95, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:50:00Z,11864.2,11867.7,11861.6,11866.65, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:51:00Z,11866.75,11868,11865.55,11866.15, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:52:00Z,11865.85,11867.45,11865.2,11865.8, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:53:00Z,11866.2,11866.7,11861.9,11862.2, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:54:00Z,11861.95,11862.75,11851.2,11853.85, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:55:00Z,11853.8,11861.8,11853.8,11860.6, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:56:00Z,11860.75,11866.35,11860.2,11866.35, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:57:00Z,11866.1,11866.5,11863.3,11864.55, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:58:00Z,11864.4,11865.35,11862.65,11864.85, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T05:59:00Z,11865.6,11867.5,11865.35,11866.15, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:00:00Z,11867.3,11870.75,11866.55,11870.5, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:01:00Z,11870.15,11873.25,11870.15,11871.75, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:02:00Z,11872.1,11874.5,11871.75,11872.75, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:03:00Z,11872.8,11875.45,11872.4,11875.45, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:04:00Z,11875.75,11875.75,11870.3,11871.15, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:05:00Z,11871.4,11872.25,11857.5,11857.5, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:06:00Z,11857.55,11858.35,11854.6,11854.6, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:07:00Z,11855.2,11858.85,11854.5,11855.55, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:08:00Z,11855.05,11856.05,11845.5,11847.55, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:09:00Z,11848,11848,11837.35,11838.05, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:10:00Z,11837.9,11842.75,11831.7,11842.35, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:11:00Z,11842.75,11842.75,11836.05,11841.55, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:12:00Z,11841.6,11841.8,11836.6,11837.35, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:13:00Z,11838.05,11840.35,11836.85,11839.8, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:14:00Z,11840.35,11842.4,11838.2,11841.4, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:15:00Z,11841.7,11841.7,11832.85,11834.35, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:16:00Z,11834.85,11836.8,11833.1,11834.65, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:17:00Z,11836.45,11840.65,11835.3,11840.65, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:18:00Z,11840.3,11847.45,11840.3,11847.3, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:19:00Z,11846.6,11847,11843.75,11845.65, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:20:00Z,11845.95,11849.65,11844.65,11849.4, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:21:00Z,11849.6,11849.6,11843.15,11843.35, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:22:00Z,11843.9,11844.2,11841.25,11841.25, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:23:00Z,11841.15,11846.55,11839.9,11846.55, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:24:00Z,11848,11848.65,11845.05,11845.6, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:25:00Z,11845.4,11845.4,11841.25,11842.15, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:26:00Z,11841.85,11841.85,11837.05,11837.6, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:27:00Z,11837.25,11840.85,11836.75,11839.65, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:28:00Z,11839.75,11841.85,11838.85,11841.3, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:29:00Z,11842.9,11843.85,11841.2,11842.1, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:30:00Z,11842.8,11845.55,11842,11845.25, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:31:00Z,11845.15,11848.3,11844.3,11848.3, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:32:00Z,11848.15,11852.4,11848.15,11849.9, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:33:00Z,11849.75,11850.65,11847.05,11847.4, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:34:00Z,11847,11847.2,11844.2,11844.2, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:35:00Z,11844.8,11845.55,11843.25,11845, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:36:00Z,11844.85,11844.85,11841.45,11842.2, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:37:00Z,11842.55,11842.7,11839.65,11839.85, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:38:00Z,11839.25,11841,11836.5,11836.6, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:39:00Z,11836.95,11838.4,11820.55,11820.9, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:40:00Z,11820.05,11821.55,11814.75,11817.7, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:41:00Z,11818.45,11823.15,11817,11819.3, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:42:00Z,11818.85,11826.6,11817.95,11826.4, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:43:00Z,11826.1,11827.5,11820.5,11822.25, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:44:00Z,11822.15,11824.6,11821.25,11824.35, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:45:00Z,11823.65,11825.7,11821.1,11821.45, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:46:00Z,11820.05,11822.05,11815.45,11816.9, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:47:00Z,11816.6,11817.95,11813.1,11817.45, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:48:00Z,11818.4,11819.4,11815.85,11819.4, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:49:00Z,11819.1,11819.75,11813.95,11813.95, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:50:00Z,11812.95,11819.65,11812.6,11818.75, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:51:00Z,11818.65,11818.7,11813.85,11813.9, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:52:00Z,11813.95,11819.75,11813.95,11814.6, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:53:00Z,11814.5,11818.5,11814.5,11815.4, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:54:00Z,11815.5,11818.7,11814.55,11815.35, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:55:00Z,11815.2,11818.7,11813.6,11818.7, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:56:00Z,11817.8,11821.55,11817.8,11820.65, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:57:00Z,11820.35,11826.85,11820.1,11822.75, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:58:00Z,11822.9,11826.7,11822.7,11823.75, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T06:59:00Z,11823.55,11824.35,11820.7,11820.7, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:00:00Z,11821.6,11821.6,11811.85,11814.95, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:01:00Z,11814.7,11816.45,11812.8,11813.45, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:02:00Z,11813.8,11814.4,11803,11808.85, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:03:00Z,11809.45,11809.65,11806.45,11808.45, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:04:00Z,11808.4,11811.85,11808.4,11808.75, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:05:00Z,11808.8,11809.15,11799.6,11804.1, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:06:00Z,11803.6,11805.7,11802.5,11805.15, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:07:00Z,11805.2,11805.4,11790.55,11794.9, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:08:00Z,11794.7,11795,11791.5,11791.9, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:09:00Z,11792.4,11792.4,11784.3,11789.6, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:10:00Z,11787.65,11789.65,11783.3,11788.7, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:11:00Z,11789.7,11794.95,11788.85,11788.85, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:12:00Z,11788.9,11795.8,11788.75,11795, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:13:00Z,11795.1,11799.95,11794.5,11799.45, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:14:00Z,11800.75,11802.25,11797.5,11798.4, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:15:00Z,11797.8,11799.35,11796.35,11797.5, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:16:00Z,11798.25,11798.25,11789.9,11790.75, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:17:00Z,11790.45,11796.75,11790.05,11792.35, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:18:00Z,11792,11794.8,11790.55,11791, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:19:00Z,11790.8,11792.6,11790.45,11791.85, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:20:00Z,11791.5,11791.5,11776.8,11781.95, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:21:00Z,11781.4,11783.7,11778.75,11780.45, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:22:00Z,11780.9,11790,11780.8,11789.8, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:23:00Z,11791.05,11791.1,11787.15,11787.9, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:24:00Z,11788.35,11788.65,11781.35,11783.15, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:25:00Z,11783.95,11783.95,11776.65,11783.25, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:26:00Z,11783.05,11787.15,11782.35,11787.1, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:27:00Z,11787.4,11787.9,11782.2,11782.3, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:28:00Z,11781.35,11782.4,11756.4,11760, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:29:00Z,11758.95,11766.65,11752.65,11757.8, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:30:00Z,11758.2,11759.95,11752.25,11759.15, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:31:00Z,11759.5,11760.25,11753.65,11758.6, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:32:00Z,11759.7,11766.9,11758.35,11766.4, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:33:00Z,11766.55,11767.9,11762,11765.8, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:34:00Z,11765.7,11770.7,11764.35,11770.7, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:35:00Z,11769.85,11781.1,11768.8,11776, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:36:00Z,11775.2,11779.5,11773.2,11777.5, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:37:00Z,11777.9,11781.1,11774.85,11776.15, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:38:00Z,11776.7,11782.25,11776.45,11779.3, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:39:00Z,11779.55,11781.5,11771.45,11771.9, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:40:00Z,11771.6,11771.7,11765.6,11768.45, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:41:00Z,11768.55,11770.85,11767.45,11768.75, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:42:00Z,11768.5,11775.95,11766.15,11774.6, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:43:00Z,11774.75,11775.6,11770.1,11773.2, -, Inactive,0,0,0, -, -,0, -,0
2020-10-26T07:44:00Z,11771.7,11778.8,11771.7,11778.6, -, Inactive,0,0,0, -, -,0, -,0
